Equipment_ID,Sensor_1,Sensor_2,Sensor_3,Environmental_Temperature,Environmental_Humidity,Production_Volume,Operating_Hours,Error_Code,Equipment_Age,Power_Consumption,Voltage_Fluctuations,Current_Fluctuations,Vibration_Analysis,Temperature_Gradients,Pressure_Levels,Failure_Maintenance_Indicator
208,22.39,24.86,0.004,24.3,58,1380,121,0,5,1487,5,4,0.5,23,23,1
697,24.95,25.97,0.009,20.3,44,1093,240,1,6,1548,5,4,0.5,19,19,1
820,26.18,23.51,0.007,20.7,48,1286,268,0,6,1529,5,5,0.7,23,18,0
430,28.82,23.01,0.01,20.5,60,1400,231,1,7,1510,4,2,0.6,20,21,0
58,21.41,25.71,0.004,23.0,51,1413,164,0,4,1441,7,3,0.5,21,19,0
542,26.7,20.3,0.003,20.9,49,1116,162,0,7,1420,8,2,0.6,18,24,0
27,25.02,24.63,0.006,22.4,43,1460,190,0,1,1538,7,1,0.5,18,18,0
313,21.78,21.0,0.004,21.8,50,1344,142,1,6,1531,3,5,0.6,19,23,0
402,29.45,29.77,0.001,22.4,40,1229,273,0,8,1409,5,1,0.5,18,24,0
439,25.66,20.8,0.008,23.5,55,1155,128,0,9,1567,4,1,0.4,18,19,1
104,27.87,24.33,0.009,20.3,57,1024,188,0,10,1505,5,5,0.4,18,18,1
557,23.35,27.5,0.001,20.5,51,1136,240,1,5,1591,3,2,0.5,18,22,0
847,22.65,27.56,0.007,23.0,45,1118,139,1,7,1538,4,1,0.6,21,24,1
410,28.67,28.9,0.008,20.9,43,1480,183,1,2,1485,4,3,0.5,21,24,1
665,25.78,20.88,0.002,24.5,60,1174,158,0,7,1552,6,2,0.6,20,19,1
846,24.26,27.83,0.004,23.6,54,1358,278,1,5,1523,4,4,0.6,23,24,1
292,29.95,20.95,0.005,20.3,53,1181,267,1,10,1488,5,5,0.5,23,21,1
73,20.74,27.45,0.006,22.6,53,1467,239,0,9,1446,8,1,0.6,22,24,0
392,28.51,20.51,0.008,23.1,55,1498,163,1,7,1541,8,2,0.6,19,23,0
625,24.46,24.76,0.006,24.8,44,1188,118,0,6,1555,6,4,0.7,24,18,1
873,27.02,25.1,0.003,24.5,49,1385,182,1,10,1503,5,1,0.4,20,24,0
494,26.12,26.11,0.007,20.9,47,1130,212,1,1,1409,5,4,0.7,21,22,1
41,22.6,29.14,0.006,20.5,41,1249,133,0,7,1532,8,1,0.4,20,18,0
425,20.75,25.84,0.009,21.5,41,1053,139,0,6,1494,7,2,0.5,24,24,0
789,26.98,23.27,0.002,24.6,46,1475,181,0,2,1441,3,4,0.6,18,23,1
242,25.59,22.23,0.008,24.9,53,1037,157,0,7,1428,8,4,0.5,21,23,0
891,29.0,25.73,0.004,24.4,50,1468,206,1,1,1520,6,4,0.5,20,22,0
574,21.82,24.25,0.004,20.6,51,1498,292,1,8,1571,3,1,0.6,18,24,0
257,25.51,29.64,0.002,21.2,59,1003,286,0,9,1415,8,2,0.5,24,24,0
724,26.84,29.76,0.004,20.3,54,1401,221,0,6,1562,7,4,0.7,22,24,1
981,26.35,23.1,0.003,21.9,52,1042,115,1,8,1435,8,2,0.5,22,21,1
139,23.69,22.55,0.01,20.9,43,1104,130,0,10,1476,3,4,0.4,23,22,0
347,23.06,21.79,0.007,24.7,59,1036,256,1,9,1489,6,5,0.6,21,22,0
192,27.29,27.85,0.004,24.5,60,1358,246,1,5,1574,4,2,0.4,22,21,0
991,29.01,24.62,0.006,20.4,55,1238,149,0,10,1497,8,2,0.5,24,22,0
575,26.2,25.64,0.007,24.8,56,1272,142,0,3,1502,5,2,0.6,24,24,1
177,26.32,20.1,0.005,20.5,42,1349,280,1,8,1456,3,1,0.5,20,20,0
485,20.26,23.21,0.005,22.0,59,1468,232,1,6,1587,5,5,0.4,20,19,1
929,20.12,27.34,0.002,21.8,47,1390,281,1,3,1485,4,2,0.4,24,19,0
794,21.24,24.91,0.009,23.7,41,1480,269,0,8,1464,3,2,0.5,22,18,0
891,20.79,24.56,0.006,24.3,49,1157,212,1,3,1577,8,3,0.6,19,22,0
122,29.48,29.2,0.004,22.0,52,1491,201,1,9,1553,4,2,0.6,24,21,0
780,20.35,28.33,0.009,21.1,59,1267,157,1,8,1529,6,5,0.5,22,20,0
379,29.94,25.65,0.003,20.9,40,1131,202,0,5,1433,5,4,0.5,21,24,1
595,25.45,22.64,0.007,24.0,51,1416,275,0,10,1420,6,4,0.5,24,21,0
2,28.03,25.77,0.002,22.1,56,1160,223,0,3,1487,7,3,0.6,24,18,0
941,23.81,26.14,0.006,24.0,60,1252,225,0,6,1466,5,3,0.6,20,23,1
343,22.46,23.0,0.005,21.1,45,1328,159,0,6,1533,7,1,0.6,24,24,0
321,20.95,21.28,0.003,23.5,56,1447,130,1,1,1473,7,5,0.4,22,24,0
109,29.61,20.68,0.009,21.3,45,1072,299,1,10,1580,3,1,0.4,23,20,0
279,28.26,26.3,0.003,23.4,44,1303,122,0,4,1498,6,4,0.5,23,23,1
422,28.56,27.57,0.004,23.5,48,1223,266,1,9,1493,3,3,0.7,24,22,0
383,26.58,23.05,0.007,24.6,49,1043,172,0,2,1426,7,4,0.6,24,20,1
766,28.97,23.24,0.005,24.2,54,1027,176,1,2,1455,3,3,0.5,21,22,1
662,20.5,21.62,0.001,23.5,55,1292,175,0,3,1537,5,3,0.6,20,19,0
364,26.67,21.89,0.008,22.3,55,1065,297,0,9,1486,4,2,0.5,21,21,0
859,21.95,21.33,0.003,21.9,54,1426,144,0,10,1474,7,1,0.6,21,20,1
3,22.39,25.32,0.006,20.1,59,1069,249,1,9,1427,7,1,0.5,21,19,1
809,24.36,24.93,0.01,22.0,50,1088,120,1,10,1576,8,3,0.7,19,19,0
683,26.59,26.42,0.005,22.5,43,1420,257,1,9,1424,3,5,0.7,23,24,1
375,25.28,28.42,0.007,22.1,59,1092,119,1,7,1561,8,4,0.5,20,24,0
225,25.87,23.03,0.001,20.5,56,1158,298,0,10,1453,6,4,0.5,22,22,1
409,27.65,26.61,0.004,21.5,51,1414,266,0,9,1511,5,1,0.5,21,20,0
7,28.23,20.85,0.006,23.5,47,1242,120,0,1,1488,8,5,0.5,24,23,0
865,21.92,27.76,0.007,22.4,43,1040,234,0,2,1431,3,5,0.7,24,23,1
722,27.65,20.72,0.003,24.2,45,1097,224,0,4,1511,6,5,0.6,24,24,0
40,22.25,23.55,0.002,20.5,43,1187,243,0,1,1450,5,4,0.5,24,20,1
928,29.9,29.21,0.007,21.0,41,1382,141,1,9,1583,8,1,0.5,20,21,1
998,26.26,23.55,0.008,20.6,59,1110,288,1,9,1561,4,4,0.6,18,19,1
212,28.05,28.87,0.008,21.1,56,1421,224,1,1,1435,5,5,0.5,19,21,1
233,23.74,23.65,0.006,23.9,58,1085,208,0,10,1492,5,3,0.6,18,19,1
534,21.43,23.55,0.006,24.0,48,1103,261,0,9,1414,7,3,0.5,18,18,0
939,24.55,23.29,0.002,23.1,57,1190,146,1,8,1540,8,3,0.5,22,23,0
621,20.39,27.4,0.002,22.9,41,1144,189,1,3,1583,4,2,0.6,23,22,0
675,27.34,24.04,0.002,21.0,51,1477,246,0,10,1430,3,4,0.4,23,20,0
214,27.67,21.94,0.008,24.3,57,1460,289,0,4,1583,3,2,0.7,21,21,1
926,27.08,27.34,0.009,23.1,41,1339,222,0,1,1492,8,1,0.4,22,24,0
761,28.02,27.16,0.008,20.0,52,1356,183,1,1,1575,4,3,0.7,20,18,1
399,29.62,29.08,0.007,24.0,40,1439,245,1,1,1524,4,1,0.5,23,23,0
562,27.23,27.68,0.005,20.8,51,1041,263,0,7,1449,4,1,0.4,21,21,1
926,28.69,20.15,0.004,24.2,57,1237,281,1,8,1429,7,1,0.6,21,22,1
267,22.71,20.07,0.005,24.7,40,1243,103,0,3,1598,8,4,0.5,20,20,0
175,23.51,21.39,0.008,24.1,45,1010,117,1,3,1576,7,5,0.5,22,22,1
990,26.92,28.51,0.009,24.9,53,1368,273,0,5,1485,5,5,0.5,24,22,0
762,29.76,20.0,0.009,20.6,59,1265,287,1,5,1537,4,2,0.7,21,20,1
95,21.05,27.62,0.004,21.5,59,1062,256,1,1,1581,5,4,0.6,22,18,1
363,21.81,24.06,0.001,22.8,48,1162,239,0,9,1545,3,1,0.7,24,18,1
954,25.49,21.13,0.009,21.5,51,1255,211,1,10,1577,7,5,0.6,23,18,1
70,26.17,22.5,0.005,21.5,49,1353,260,0,5,1460,4,1,0.5,19,18,0
179,29.29,21.1,0.01,20.6,49,1400,201,1,6,1444,5,2,0.6,20,21,1
645,25.79,21.71,0.001,22.2,47,1213,197,0,3,1431,6,3,0.7,18,23,0
511,22.26,21.65,0.009,23.0,53,1212,158,1,10,1427,6,5,0.5,18,24,0
361,27.92,28.75,0.006,23.2,50,1434,148,0,10,1484,8,2,0.4,18,18,0
278,22.39,28.03,0.008,21.1,51,1091,271,0,1,1448,5,1,0.5,18,21,1
988,21.02,27.69,0.002,21.4,57,1352,274,1,1,1592,5,2,0.6,22,22,1
868,23.5,25.83,0.006,20.4,51,1344,166,0,10,1512,8,4,0.6,20,19,0
775,27.96,27.4,0.007,20.9,43,1001,256,0,4,1462,5,5,0.5,18,20,0
770,24.79,29.68,0.002,24.3,49,1498,258,0,10,1565,7,3,0.4,22,23,0
831,22.59,24.32,0.005,21.7,58,1453,102,1,5,1530,5,5,0.5,22,23,1
977,28.76,21.15,0.008,24.4,46,1046,162,1,10,1417,3,3,0.7,18,19,1
203,22.38,24.34,0.004,21.3,41,1434,148,0,10,1463,6,4,0.5,20,20,0
944,29.27,26.23,0.003,21.8,52,1105,181,1,4,1504,4,5,0.6,20,23,0
427,28.75,23.18,0.004,24.2,54,1011,186,1,10,1522,7,4,0.6,18,23,1
185,28.56,26.52,0.005,22.4,57,1241,289,1,4,1488,7,2,0.4,24,23,1
221,28.59,28.96,0.003,21.5,52,1156,260,1,7,1570,7,3,0.7,19,21,1
305,27.02,26.92,0.005,20.7,51,1410,291,1,6,1420,3,2,0.7,22,23,0
798,22.34,26.08,0.004,24.7,59,1001,247,0,1,1558,6,2,0.6,20,20,1
619,24.46,20.89,0.002,22.7,51,1053,157,0,6,1406,7,4,0.6,24,18,0
501,24.41,29.27,0.003,23.6,45,1267,115,0,1,1432,5,5,0.5,19,19,1
7,26.04,23.86,0.006,23.0,56,1229,154,0,1,1408,4,1,0.4,24,22,1
777,25.55,28.66,0.009,24.8,43,1084,206,0,7,1410,6,2,0.5,24,24,0
356,20.06,23.36,0.002,20.8,44,1201,234,1,2,1591,3,2,0.6,19,18,1
917,27.05,29.54,0.002,20.4,56,1158,221,1,1,1518,7,2,0.4,22,19,0
685,23.19,28.23,0.003,20.0,40,1219,264,1,6,1450,7,5,0.4,24,18,0
200,27.54,20.67,0.002,24.5,55,1459,260,1,2,1431,6,2,0.5,18,23,0
646,28.65,21.3,0.002,22.6,58,1491,204,1,7,1592,8,1,0.6,18,22,1
922,27.29,27.56,0.009,22.6,57,1167,245,0,6,1536,5,5,0.6,19,24,0
732,21.2,28.99,0.007,24.3,48,1458,173,0,3,1462,4,4,0.7,18,22,1
825,22.41,25.42,0.009,23.9,48,1097,153,1,10,1498,4,1,0.5,23,20,0
184,20.43,26.01,0.003,20.9,46,1015,275,0,6,1513,7,2,0.4,21,24,1
802,29.77,27.43,0.008,23.3,55,1240,167,1,10,1445,3,5,0.5,21,18,0
868,20.75,25.35,0.006,21.4,44,1092,291,0,3,1575,4,4,0.6,23,23,1
396,28.57,25.39,0.006,23.3,42,1336,144,1,2,1581,7,2,0.7,24,20,0
598,25.03,25.96,0.003,21.9,40,1456,194,1,3,1552,4,4,0.6,20,24,0
441,28.74,20.59,0.003,21.3,56,1210,147,1,10,1409,6,2,0.6,18,23,0
598,29.43,24.3,0.004,22.5,60,1361,230,1,10,1531,6,2,0.4,21,22,0
483,24.57,25.87,0.005,21.4,55,1080,175,0,6,1588,4,1,0.6,22,22,1
351,29.35,22.28,0.007,23.0,56,1168,239,0,4,1457,7,1,0.7,18,20,0
287,20.54,26.1,0.01,23.6,41,1396,150,1,4,1448,3,2,0.6,22,21,1
746,25.47,25.92,0.005,24.9,47,1307,144,1,2,1565,4,5,0.6,22,20,0
221,23.92,22.86,0.008,21.1,54,1298,216,1,7,1476,5,2,0.5,20,18,1
173,25.28,23.63,0.009,21.6,51,1208,276,1,5,1503,3,3,0.5,19,18,1
507,25.49,26.34,0.01,23.0,56,1047,207,0,10,1455,5,5,0.7,22,19,1
923,24.19,21.37,0.007,24.2,56,1190,203,1,5,1443,4,3,0.6,22,19,0
429,29.56,21.66,0.008,22.9,53,1332,285,1,4,1464,8,5,0.5,18,22,1
9,27.28,24.61,0.008,24.5,44,1119,156,1,4,1596,4,3,0.4,18,22,0
423,21.01,21.97,0.01,20.3,44,1079,278,0,1,1464,8,3,0.5,22,24,1
485,25.56,21.11,0.009,24.8,59,1086,232,1,3,1529,3,1,0.5,19,21,1
899,25.4,28.16,0.002,22.8,41,1098,284,0,4,1571,7,1,0.6,20,22,0
772,26.92,26.55,0.008,22.5,53,1253,254,1,1,1456,8,2,0.4,18,18,1
628,24.56,25.48,0.005,21.3,53,1193,107,1,5,1561,5,5,0.5,19,23,1
875,26.85,28.16,0.002,23.8,57,1461,257,0,2,1448,8,2,0.6,18,20,1
280,20.9,25.12,0.002,23.7,57,1326,240,1,8,1404,8,2,0.7,22,21,0
508,22.73,29.98,0.004,22.4,54,1223,191,0,10,1462,7,2,0.6,22,18,0
401,29.69,27.22,0.004,24.9,43,1415,148,0,1,1429,4,1,0.6,20,20,0
537,25.05,22.64,0.005,23.0,44,1072,140,1,1,1588,4,1,0.5,18,22,0
127,29.17,23.35,0.008,24.4,42,1274,209,1,4,1499,5,2,0.5,22,24,0
261,22.79,28.14,0.009,23.4,48,1085,221,0,5,1487,6,5,0.6,20,18,1
755,29.97,24.51,0.007,23.9,49,1148,267,0,3,1418,8,2,0.6,24,23,0
227,26.87,25.2,0.009,21.9,50,1069,226,1,1,1600,8,5,0.6,24,22,0
463,25.67,21.49,0.005,23.5,53,1050,177,0,8,1439,3,1,0.4,21,23,0
760,23.35,20.65,0.008,24.7,51,1442,193,0,10,1515,3,3,0.4,24,19,1
460,28.32,29.28,0.002,24.7,45,1346,235,1,7,1537,7,1,0.5,23,21,0
249,25.78,26.58,0.007,22.1,52,1366,101,0,5,1562,7,4,0.5,18,20,1
835,24.31,26.74,0.009,23.7,51,1123,152,1,7,1498,7,4,0.5,19,21,1
513,28.12,28.53,0.008,20.6,45,1048,156,0,9,1559,4,3,0.4,21,18,1
661,24.53,22.08,0.007,23.0,54,1192,143,1,3,1478,3,5,0.7,22,19,0
620,25.93,22.56,0.008,20.5,41,1088,125,0,7,1539,3,5,0.5,18,23,0
998,25.78,26.97,0.002,21.5,47,1455,227,0,5,1468,5,3,0.6,22,24,1
449,22.03,23.87,0.01,23.8,40,1464,226,0,10,1531,7,1,0.5,22,22,0
866,27.03,22.92,0.003,24.2,56,1361,194,0,2,1583,3,3,0.6,24,24,0
414,22.01,23.38,0.008,25.0,59,1282,170,1,8,1464,3,2,0.6,22,20,0
426,22.02,20.65,0.002,21.7,42,1173,157,1,4,1556,8,4,0.6,24,18,0
726,20.77,20.76,0.01,21.6,46,1064,291,0,3,1538,8,5,0.7,21,23,0
596,27.8,27.96,0.009,21.7,55,1237,225,0,10,1414,3,1,0.4,22,22,0
296,27.43,25.79,0.004,20.4,52,1326,294,0,5,1580,6,3,0.6,21,24,1
624,27.15,27.69,0.008,20.3,42,1024,178,0,4,1471,3,4,0.5,24,18,0
800,29.38,26.97,0.003,22.5,54,1034,109,1,2,1402,6,3,0.5,24,22,1
307,26.7,21.15,0.007,24.0,41,1368,289,1,5,1439,6,4,0.6,22,18,0
930,24.91,29.94,0.003,24.0,56,1190,168,1,3,1431,3,1,0.7,19,20,1
363,21.7,25.49,0.009,22.6,54,1063,187,1,5,1402,8,4,0.5,20,18,1
243,22.14,24.18,0.01,23.0,49,1283,251,1,4,1523,7,2,0.4,20,21,1
571,26.96,21.9,0.003,22.3,51,1278,182,0,3,1520,8,4,0.4,22,22,1
15,26.18,27.59,0.009,24.0,55,1489,215,0,10,1500,5,3,0.7,23,18,1
114,24.74,23.37,0.007,22.1,51,1000,261,1,7,1437,3,5,0.4,23,20,0
8,26.68,26.85,0.006,21.4,43,1397,218,0,7,1596,5,4,0.6,22,23,1
23,20.23,28.79,0.006,24.3,50,1036,136,0,5,1403,5,1,0.4,19,19,1
986,29.62,23.92,0.002,23.4,43,1318,208,1,5,1494,4,4,0.5,18,23,1
639,23.13,23.94,0.003,24.9,57,1053,271,0,9,1495,3,5,0.7,21,20,0
718,21.05,22.33,0.005,21.4,60,1370,233,0,10,1427,6,2,0.6,18,22,0
216,24.85,28.04,0.003,21.8,60,1195,239,0,7,1409,3,3,0.6,23,19,1
499,25.05,21.61,0.007,22.2,56,1328,167,1,6,1440,4,4,0.4,24,24,0
929,24.73,25.27,0.004,23.0,44,1138,246,0,6,1458,5,1,0.5,22,20,1
828,21.75,24.28,0.004,23.4,53,1148,114,0,10,1421,5,4,0.5,24,18,1
528,26.27,21.56,0.003,20.7,48,1191,272,0,10,1492,3,3,0.5,18,23,1
997,21.28,27.22,0.008,24.8,59,1290,128,0,3,1422,8,1,0.5,22,23,1
736,29.88,20.11,0.004,23.6,40,1008,119,1,8,1491,5,4,0.5,20,18,1
689,28.23,24.95,0.006,20.6,46,1301,122,1,5,1424,4,5,0.4,22,18,1
210,26.17,23.39,0.001,22.8,41,1228,226,0,10,1425,6,2,0.6,21,19,0
776,25.43,20.89,0.007,21.9,59,1382,296,0,7,1457,4,5,0.7,20,19,1
539,26.01,23.42,0.003,23.0,47,1388,213,1,2,1498,4,5,0.6,23,20,1
858,23.23,24.11,0.004,21.8,53,1217,232,1,4,1581,8,5,0.5,20,21,1
262,24.35,20.03,0.002,20.7,54,1097,123,1,3,1456,6,1,0.7,20,22,0
236,27.27,25.66,0.004,24.8,55,1450,257,1,5,1453,7,5,0.6,23,21,1
450,21.92,22.26,0.01,24.0,59,1326,120,1,6,1462,7,1,0.6,22,18,1
232,22.34,22.79,0.007,24.3,57,1250,246,1,3,1469,8,1,0.4,19,22,0
397,28.83,23.28,0.002,20.2,40,1015,288,0,8,1531,4,4,0.7,18,21,0
651,24.96,26.94,0.008,24.4,40,1359,118,1,6,1440,3,5,0.6,24,22,0
916,20.3,22.12,0.005,21.0,45,1437,189,1,4,1407,8,4,0.4,21,18,0
154,20.26,23.13,0.004,21.0,41,1250,273,1,1,1559,4,1,0.5,24,23,1
155,25.49,23.27,0.006,21.3,44,1219,172,1,4,1545,4,5,0.5,24,20,1
560,20.05,20.61,0.005,22.8,49,1457,117,1,6,1425,6,3,0.5,24,21,0
402,22.8,29.89,0.003,22.5,60,1175,129,1,10,1407,7,4,0.6,18,23,0
819,28.02,22.26,0.008,21.1,51,1262,127,0,6,1506,4,3,0.6,19,18,1
645,27.61,28.93,0.001,22.3,47,1053,131,0,8,1578,5,5,0.7,23,21,1
426,24.64,27.36,0.002,20.3,60,1244,220,0,7,1475,6,4,0.7,24,21,1
503,29.49,24.38,0.008,23.6,47,1048,255,1,8,1455,5,3,0.4,22,21,1
139,23.77,22.65,0.008,22.7,56,1339,270,1,4,1566,5,1,0.6,20,20,1
574,23.07,20.7,0.006,22.4,45,1141,284,0,6,1514,4,3,0.7,24,23,0
566,26.53,24.46,0.008,22.0,58,1208,269,0,7,1485,7,2,0.5,23,21,0
13,20.99,27.3,0.009,24.0,41,1329,241,0,3,1450,7,1,0.6,19,19,0
383,25.87,29.39,0.002,22.0,54,1201,202,0,6,1584,7,3,0.5,21,23,0
856,25.13,25.48,0.004,23.0,58,1061,199,0,7,1496,7,5,0.7,21,21,1
401,24.46,24.34,0.001,20.3,46,1104,169,1,5,1432,6,1,0.5,23,18,0
761,24.79,26.71,0.005,23.0,44,1137,184,1,5,1476,8,2,0.6,24,23,1
485,23.81,27.86,0.007,24.4,59,1355,118,0,9,1585,7,5,0.7,20,22,0
110,27.55,28.05,0.005,23.5,60,1497,101,1,10,1444,5,2,0.6,23,24,1
817,27.84,28.24,0.006,22.3,54,1299,167,0,5,1436,5,4,0.5,24,22,1
802,27.02,23.63,0.003,21.5,42,1059,275,0,3,1550,6,4,0.6,22,24,1
381,24.1,29.13,0.002,20.1,53,1233,234,1,4,1417,3,5,0.5,21,20,0
818,27.35,28.33,0.003,22.9,45,1200,278,0,9,1559,7,5,0.7,19,18,1
665,23.49,27.27,0.009,24.1,56,1418,161,0,8,1427,5,3,0.6,22,18,0
388,21.59,26.04,0.009,22.1,46,1028,268,1,7,1525,6,3,0.7,19,19,0
922,23.39,21.75,0.003,24.2,40,1394,158,0,1,1531,4,3,0.5,19,24,0
137,24.52,28.6,0.005,22.5,49,1428,137,0,3,1585,4,3,0.6,23,24,0
283,29.71,23.92,0.009,23.7,47,1175,177,1,2,1592,4,4,0.6,23,23,0
738,21.02,29.81,0.002,23.7,40,1005,157,0,3,1507,5,2,0.4,22,23,0
655,20.52,21.83,0.009,20.5,47,1462,201,1,7,1456,4,1,0.7,22,19,1
54,25.68,24.49,0.005,20.6,52,1138,214,0,3,1591,4,3,0.7,22,19,0
544,23.99,25.96,0.004,22.3,56,1253,266,0,8,1477,6,5,0.6,23,19,1
615,25.37,26.39,0.007,22.0,46,1113,241,1,4,1520,7,3,0.5,20,22,0
705,27.44,24.87,0.005,22.5,52,1328,183,1,4,1530,7,4,0.7,21,23,1
320,20.49,23.67,0.004,20.1,41,1083,158,1,10,1512,7,4,0.5,20,21,1
836,24.22,26.43,0.003,21.0,48,1116,165,0,7,1507,3,5,0.4,24,22,1
910,25.85,22.65,0.003,21.9,59,1378,244,1,7,1456,8,5,0.7,21,18,1
451,21.27,26.91,0.002,21.1,43,1320,162,1,1,1589,8,1,0.5,18,18,0
221,20.74,29.62,0.002,20.7,45,1276,247,1,9,1559,8,2,0.7,20,22,0
333,20.17,27.61,0.007,24.7,52,1020,217,1,5,1457,7,5,0.6,23,21,1
429,30.0,23.71,0.004,20.1,60,1261,114,1,4,1475,7,4,0.5,22,23,1
581,25.89,27.21,0.008,21.0,42,1155,297,0,7,1592,7,3,0.6,23,22,0
76,20.18,24.53,0.008,24.1,55,1270,260,1,3,1506,6,2,0.6,22,19,0
701,20.47,27.53,0.009,20.2,50,1301,232,1,8,1411,5,2,0.6,18,21,0
181,24.25,23.43,0.005,21.2,44,1458,160,1,6,1506,4,4,0.4,19,22,1
841,25.51,27.17,0.005,21.6,46,1120,218,0,7,1413,8,5,0.4,23,24,1
973,21.81,20.15,0.008,21.1,54,1345,194,1,5,1538,7,2,0.6,21,23,0
12,21.3,22.65,0.005,24.2,55,1500,188,0,1,1518,6,5,0.6,22,20,0
636,23.43,20.32,0.006,23.0,56,1124,243,1,8,1514,5,1,0.7,24,21,0
175,25.19,25.64,0.006,20.3,49,1195,151,1,3,1503,3,1,0.4,20,21,0
327,26.56,25.18,0.009,22.2,45,1018,250,1,7,1412,6,2,0.5,23,18,1
86,26.28,21.02,0.003,23.0,51,1353,257,1,7,1427,6,3,0.7,20,18,0
748,28.3,29.42,0.004,23.4,42,1208,136,1,7,1464,5,5,0.5,19,20,1
3,20.18,20.39,0.006,23.2,43,1117,216,0,5,1450,7,4,0.5,20,23,0
855,25.97,24.94,0.006,20.3,57,1084,203,0,10,1551,6,5,0.4,23,22,1
676,25.7,20.68,0.009,23.0,40,1487,289,0,9,1579,7,5,0.7,20,20,1
428,20.82,29.2,0.006,21.4,53,1211,247,0,5,1551,4,1,0.6,24,18,1
723,28.91,25.9,0.008,20.7,59,1369,266,0,2,1466,6,5,0.4,18,21,0
610,25.97,21.52,0.005,24.9,40,1340,288,1,6,1406,3,5,0.4,24,24,0
440,25.04,26.78,0.002,21.0,42,1419,253,0,9,1520,6,1,0.6,22,18,1
438,27.43,24.25,0.007,24.9,42,1365,256,0,8,1600,6,1,0.6,24,23,0
353,24.81,28.14,0.006,24.5,48,1483,289,0,9,1544,6,1,0.4,19,18,1
890,25.74,22.1,0.004,23.6,56,1381,106,0,10,1449,5,1,0.4,24,19,0
496,23.93,21.18,0.006,22.1,49,1270,266,0,9,1539,8,2,0.5,18,23,1
780,26.19,28.95,0.01,23.3,48,1011,110,1,8,1443,4,3,0.4,23,23,0
106,26.37,26.73,0.004,22.7,47,1033,142,0,8,1482,7,2,0.6,23,24,1
267,29.79,24.44,0.005,23.9,45,1003,127,0,10,1570,4,4,0.4,19,19,1
344,25.2,24.16,0.001,22.8,53,1034,201,0,3,1489,8,2,0.5,20,20,1
751,25.65,27.83,0.003,20.8,56,1338,278,0,10,1417,5,4,0.7,18,22,0
861,22.84,21.48,0.002,23.2,60,1279,197,0,7,1487,8,3,0.6,22,21,0
261,25.7,25.7,0.004,24.9,48,1442,230,1,9,1521,3,3,0.6,24,22,1
832,22.36,25.11,0.004,23.1,41,1174,245,0,5,1578,3,1,0.7,18,24,0
722,25.62,25.85,0.008,23.1,41,1234,177,0,6,1487,8,5,0.5,22,22,0
415,29.36,20.32,0.004,20.5,50,1254,285,1,2,1587,7,2,0.5,21,20,1
426,24.32,24.69,0.009,24.6,55,1159,274,0,7,1573,6,1,0.5,23,18,1
429,29.36,23.53,0.006,21.7,41,1487,298,1,6,1464,5,4,0.7,21,23,0
931,27.51,23.91,0.008,23.8,54,1431,233,0,8,1507,4,1,0.5,22,24,1
98,26.87,20.4,0.004,20.0,59,1344,207,1,8,1426,4,1,0.6,22,24,0
414,24.91,21.38,0.004,23.9,55,1153,273,0,1,1456,3,3,0.5,20,22,1
340,20.83,29.39,0.006,23.8,42,1491,288,0,8,1550,5,3,0.4,23,18,0
254,28.77,27.69,0.009,24.9,48,1147,236,0,3,1534,3,2,0.5,24,21,1
383,23.55,20.73,0.002,20.9,59,1494,125,0,2,1463,3,3,0.6,18,23,0
142,23.03,23.74,0.003,20.2,53,1336,156,0,10,1419,3,4,0.4,20,24,0
137,27.75,27.26,0.004,21.3,60,1370,202,1,4,1485,4,2,0.7,23,20,1
126,28.12,25.12,0.009,22.5,46,1194,270,0,5,1441,5,5,0.4,20,23,0
17,23.65,27.7,0.008,23.8,55,1074,258,1,9,1457,3,5,0.5,20,23,1
540,23.12,20.21,0.008,20.6,57,1223,281,0,8,1519,8,2,0.6,20,21,1
160,24.33,21.66,0.007,22.0,47,1039,207,1,1,1577,6,1,0.6,24,24,0
505,21.84,22.78,0.008,24.6,58,1221,241,1,1,1497,5,5,0.5,21,22,0
33,25.11,28.51,0.007,23.8,46,1049,141,1,10,1404,7,3,0.6,21,22,1
278,25.65,24.5,0.005,20.6,59,1376,251,1,1,1533,6,3,0.4,23,19,1
395,24.89,23.91,0.008,24.7,50,1239,157,1,7,1555,3,4,0.5,21,24,0
235,29.97,20.26,0.006,23.5,45,1286,283,0,8,1419,6,5,0.5,18,19,1
487,25.73,27.86,0.009,22.9,53,1483,270,0,2,1456,7,1,0.6,22,24,0
922,29.96,20.79,0.006,20.8,45,1435,193,1,6,1449,8,2,0.5,24,19,1
495,24.93,27.66,0.006,20.4,55,1251,128,0,9,1444,6,4,0.5,24,24,1
315,23.93,28.04,0.001,24.0,59,1456,244,0,2,1422,3,4,0.6,18,20,0
5,20.27,25.98,0.006,21.2,43,1421,165,0,2,1438,7,1,0.5,20,18,0
854,21.45,26.52,0.007,21.3,44,1373,232,1,2,1417,3,2,0.5,21,20,0
6,22.2,28.13,0.009,21.1,46,1353,232,1,9,1560,7,1,0.7,23,21,1
998,28.51,20.64,0.008,24.1,51,1440,299,1,2,1457,5,3,0.6,22,19,0
124,24.92,29.95,0.004,21.6,55,1422,146,0,6,1402,5,1,0.4,20,24,0
98,22.56,20.01,0.005,21.8,60,1266,287,0,6,1537,4,5,0.5,24,21,1
